"","name","ICPSR2","presidentialvoteshare.1986","presidentialvoteshare.1990","presidentialvoteshare.1992","presidentialvoteshare.1994","presidentialvoteshare.1996","presidentialvoteshare.1998","presidentialvoteshare.2000","presidentialvoteshare.2002","presidentialvoteshare.2004","presidentialvoteshare.2006","presidentialvoteshare.2008","presidentialvoteshare.2014","presidentialvoteshare.2016","presidentialvoteshare.2018","presidentialvoteshare.1984","presidentialvoteshare.1988","presidentialvoteshare.2010","presidentialvoteshare.2020","presidentialvoteshare.2022","presidentialvoteshare.1980","presidentialvoteshare.1982","presidentialvoteshare.2012","contributions.1986","contributions.1990","contributions.1992","contributions.1994","contributions.1996","contributions.1998","contributions.2000","contributions.2002","contributions.2004","contributions.2006","contributions.2008","contributions.2014","contributions.2016","contributions.2018","contributions.1984","contributions.1988","contributions.2010","contributions.2020","contributions.2022","contributions.1980","contributions.1982","contributions.2012"
"1571","ribble, reid","21190",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,NA,NA,NA,NA,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1315833,NA,NA,NA,NA,2324473
"1572","ribble, reid j rep","21190",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1703029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1573","rice, kathleen","21540",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,56,55,NA,NA,NA,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3516855,2119649,1434532,NA,NA,NA,1124280,NA,NA,NA,NA
"1574","rice, tom","21359",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,46,40,NA,NA,NA,41,NA,NA,NA,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1147856,1113297,1566965,NA,NA,NA,1415988,NA,NA,NA,1473767
"1575","richardson, laura","20752",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81,NA,NA,NA,NA,NA,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1104665,NA,NA,NA,NA,NA,639928,NA,NA,NA,NA,NA
"1576","richardson, william b","15055",46,55,60,60,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,55,NA,NA,NA,NA,43,NA,370329,531096,680154,434725,588621,NA,NA,NA,NA,NA,NA,NA,NA,NA,439746,456787,NA,NA,NA,NA,493482,NA
"1577","richmond, cedric l","21137",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74,74,77,NA,NA,NA,77,NA,NA,NA,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1300572,1404765,1567747,NA,NA,NA,1630814,NA,NA,NA,937451
"1578","richmond, frederick w","14269",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,142200,NA,NA
"1579","ridge, thomas j","15056",47,51,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,51,NA,NA,NA,NA,51,NA,298273,454349,530372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,469628,419770,NA,NA,NA,NA,237878,NA
"1580","rigell, edward scott","21185",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,51,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1764606,NA,NA,NA,NA,4759947,NA,NA,NA,NA,2451268
"1581","riggleman, denver lee iii","21957",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1951976,NA,NA,NA,NA,NA,NA,NA,NA
"1582","riggs, frank d","29103",NA,56,NA,62,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,253481,NA,594860,1388458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1583","riley, robert r","29700",NA,NA,NA,NA,47,47,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,864745,1986617,766990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1584","rinaldo, matthew j","14046",37,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,41,NA,NA,NA,42,36,NA,630990,626502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,613486,607728,NA,NA,NA,291773,591229,NA
"1585","ritter, donald lawrence","14654",42,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,45,NA,NA,NA,44,44,NA,439700,560729,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,573765,759713,NA,NA,NA,319759,339527,NA
"1586","rivera, david","21121",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1895640,NA,NA,NA,NA,NA
"1587","rivers, lynn nancy","29531",NA,NA,NA,59,63,63,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,640417,1085269,488662,440702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1588","roberts, clint","14851",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,221519,NA,NA
"1589","roberts, pat","14852",25,38,40,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,38,NA,NA,NA,28,28,NA,181783,225572,313020,316568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,157020,191584,NA,NA,NA,253594,184218,NA
"1590","robinson, j james kenneth","13036",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,124450,NA
"1591","robinson, j kenneth","13036",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60309,NA,NA
"1592","robinson, tommy f","95122",40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,43,NA,NA,NA,NA,NA,NA,786273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,921486,687069,NA,NA,NA,NA,NA,NA
"1593","roby, martha","21192",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,35,34,NA,NA,36,NA,NA,NA,NA,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1098795,1404260,2573681,NA,NA,1253557,NA,NA,NA,NA,1035717
"1594","rochester, lisa blunt","21706",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1576042,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1595","rodino, peter w jr","8010",75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,NA,NA,NA,NA,77,77,NA,394739,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,203445,NA,NA,NA,NA,201550,125006,NA
"1596","rodriguez, ciro d","29771",NA,NA,NA,NA,NA,66,57,57,NA,35,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,276261,347888,417354,NA,1046200,2347725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1597","roe, david phillip","20947",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,29,29,20,NA,NA,29,NA,NA,NA,NA,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,803435,522428,403651,358884,NA,NA,518529,NA,NA,NA,NA,706756
"1598","roe, robert","12042",42,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,46,NA,NA,NA,44,44,NA,450486,651952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,266794,490884,NA,NA,NA,161755,156816,NA
"1599","roemer, charles e buddy iii","14853",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,545945,NA,NA
"1600","roemer, charles elson buddy iii","14853",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,224812,NA,NA,NA,NA,NA,NA,NA
"1601","roemer, charles elson iii buddy","14853",34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,NA,190084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,480173,NA
"1602","roemer, tim","29117",NA,40,47,47,49,49,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,504884,467094,400817,468209,501450,679009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1603","rogan, james e","29708",NA,NA,NA,NA,55,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,805863,1353725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1604","rogers, harold","14854",30,33,53,53,52,52,42,42,39,39,32,32,32,NA,30,33,32,NA,NA,NA,38,32,253110,185130,651821,618459,378785,428334,647861,721188,643981,1072946,611931,1332880,1335280,NA,223111,177242,895671,NA,NA,NA,326928,1535445
"1605","rogers, harold dallas","14854",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,19,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,889012,NA,NA,NA,671230,820505,NA,NA,NA
"1606","rogers, michael","20301",NA,NA,NA,NA,NA,NA,NA,NA,41,41,43,NA,NA,NA,NA,NA,43,34,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2120515,1435191,1480939,NA,NA,NA,NA,NA,1141732,1202888,2262995,NA,NA,NA
"1607","rogers, michael dennis","20301",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,37,33,NA,NA,NA,NA,NA,NA,NA,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1107197,1139022,1350417,NA,NA,NA,NA,NA,NA,NA,1069891
"1608","rogers, michael j","20120",NA,NA,NA,NA,NA,NA,52,52,46,46,54,NA,NA,NA,NA,NA,54,NA,NA,NA,NA,53,NA,NA,NA,NA,NA,NA,2224233,1593078,1473630,1487893,1384979,NA,NA,NA,NA,NA,1778687,NA,NA,NA,NA,1921587
"1609","rohrabacher, dana","15621",NA,34,43,43,43,43,42,56,42,42,49,47,47,NA,NA,34,49,NA,NA,NA,NA,47,NA,423924,323608,179316,264217,316704,274694,393998,748974,294370,746801,814010,887923,NA,NA,521665,404285,NA,NA,NA,NA,493392
"1610","rokita, theodore edward","21131",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,46,NA,NA,NA,43,NA,NA,NA,NA,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1537040,1441199,NA,NA,NA,1095067,NA,NA,NA,NA,1321278
"1611","romero barcelo, carlos","29402",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,431575,NA,869125,359129,942228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1612","rooney, francis","21742",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5147060,1269160,NA,NA,NA,NA,NA,NA,NA,NA
"1613","rooney, tom","20910",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,43,43,NA,NA,NA,48,NA,NA,NA,NA,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1837392,596061,625662,NA,NA,NA,1428128,NA,NA,NA,NA,1096522
"1614","ros lehtinen, ileana","15634",NA,42,36,36,46,46,38,38,46,46,51,49,49,NA,NA,NA,51,NA,NA,NA,NA,49,NA,575234,682116,464277,485356,520378,425695,709896,876886,1190331,1834656,1004276,1558424,NA,NA,NA,1668779,NA,NA,NA,NA,2146246
"1615","rose, charles g iii","14048",43,49,50,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,49,NA,NA,NA,56,56,NA,403808,328232,395280,399618,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,301754,293187,NA,NA,NA,91510,207836,NA
"1616","rose, john w","21959",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,NA,26,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5241823,NA,NA,NA,1582986,2055441,NA,NA,NA
"1617","rosen, jacky","21743",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1730754,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1618","rosendale, matt","22148",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2284638,NA,NA,NA
"1619","rosenthal, benjamin s","10551",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45478,NA,NA
"1620","rosenthal, benjamin stanley","10551",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56245,NA
"1621","roskam, peter","20715",NA,NA,NA,NA,NA,NA,NA,NA,NA,47,57,52,52,NA,NA,NA,57,NA,NA,NA,NA,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,3443597,2659885,3494076,3013382,NA,NA,NA,2381858,NA,NA,NA,NA,3277932
"1622","ross, deborah","22149",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2291723,2124082,NA,NA,NA
"1623","ross, dennis alan","21117",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,46,NA,NA,NA,50,NA,NA,NA,NA,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1298800,1220746,NA,NA,NA,1179682,NA,NA,NA,NA,883780
"1624","ross, michael avery","20102",NA,NA,NA,NA,NA,NA,52,52,48,48,40,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1671793,2039317,1218961,1334109,1791660,NA,NA,NA,NA,NA,2426280,NA,NA,NA,NA,NA
"1625","rostenkowski, dan","8080",49,59,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,59,NA,NA,NA,75,75,NA,243976,378282,1587234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,469959,866341,NA,NA,NA,303336,519438,NA
"1626","roth, toby","14655",36,47,47,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,47,NA,NA,NA,40,40,NA,297407,390432,589778,542621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,255043,339852,NA,NA,NA,152011,201306,NA
"1627","rothfus, keith","21357",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,46,NA,NA,NA,NA,NA,NA,NA,NA,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2322566,1756636,NA,NA,NA,NA,NA,NA,NA,NA,2002960
"1628","rothman, steven richard","29742",NA,NA,NA,NA,66,66,65,65,59,59,62,NA,NA,NA,NA,NA,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,809178,1147855,1083837,795515,1299627,1544024,1404921,NA,NA,NA,NA,NA,1085315,NA,NA,NA,NA,NA
"1629","rouda, harley e jr","21960",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8749390,NA,NA,NA,NA,NA,NA,NA,NA
"1630","roukema, margaret","14855",29,33,41,41,48,48,46,NA,NA,NA,NA,NA,NA,NA,37,33,NA,NA,NA,36,37,NA,357780,446589,439150,494801,515185,735866,1003004,NA,NA,NA,NA,NA,NA,NA,298036,406469,NA,NA,NA,426688,251790,NA
"1631","rouzer, david cheston","21544",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,42,41,NA,NA,NA,41,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1544846,1346086,1569866,NA,NA,NA,1642500,1496208,NA,NA,NA
"1632","rowland, j roy","15057",48,46,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,46,NA,NA,NA,NA,65,NA,233269,368200,454319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,190141,261545,NA,NA,NA,NA,225984,NA
"1633","rowland, john g","15123",33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,41,NA,NA,NA,NA,NA,NA,426187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,244252,440111,NA,NA,NA,NA,NA,NA
"1634","roy, chip","21961",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,NA,NA,NA,49,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1895148,NA,NA,NA,5098027,2344485,NA,NA,NA
"1635","roybal allard, lucille","29317",NA,NA,73,73,85,85,85,70,70,70,76,80,80,86,NA,NA,76,79,NA,NA,NA,80,NA,NA,283770,152596,151659,182670,303188,449555,573212,589538,592199,493129,656654,535191,NA,NA,577788,749182,NA,NA,NA,581440
"1636","roybal, edward r","10621",61,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,68,NA,NA,NA,62,62,NA,98919,144260,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153529,86724,NA,NA,NA,53767,110105,NA
"1637","royce, edward r","29321",NA,NA,44,44,46,46,45,41,39,39,48,49,49,NA,NA,NA,48,NA,NA,NA,NA,49,NA,NA,499264,401249,621689,587551,904893,1100715,1215928,1520392,1644382,3192507,4456337,NA,NA,NA,1797849,NA,NA,NA,NA,2748940
"1638","rudd, eldon","14449",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,277432,299854,NA
"1639","rudd, eldon d","14449",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,234398,NA,NA,NA,NA,NA,NA,NA
"1640","ruiz, raul","21311",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,52,55,NA,NA,NA,57,58,NA,NA,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3409977,3219814,3168051,NA,NA,NA,2467108,2307413,NA,NA,1976758
"1641","runyan, jon","21153",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,NA,NA,NA,NA,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1623453,NA,NA,NA,NA,2080014
"1642","ruppersberger, c a dutch","20329",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1023776,1095414,NA,NA,NA
"1643","ruppersberger, ca dutch","20329",NA,NA,NA,NA,NA,NA,NA,43,55,55,61,62,62,63,NA,NA,61,NA,NA,NA,NA,62,NA,NA,NA,NA,NA,NA,NA,1237259,746971,854594,1030874,1085270,1144544,1012733,NA,NA,1137058,NA,NA,NA,NA,1408187
"1644","rush, bobby l","29346",NA,NA,87,87,NA,89,89,89,83,83,87,81,81,NA,NA,NA,87,NA,NA,NA,NA,81,NA,NA,257455,196510,NA,226968,722452,256928,469975,575304,431210,353071,589580,NA,NA,NA,532447,NA,NA,NA,NA,498765
"1645","rush, bobby lee","29346",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78,NA,NA,NA,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,386313,NA,NA,NA,545760,NA,NA,NA,NA
"1646","russell, steven dane","21546",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,847748,865837,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1647","russo, martin a","14271",36,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,41,NA,NA,NA,44,44,NA,478353,547782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,307355,558458,NA,NA,NA,214096,270648,NA
"1648","rutherford, john","21744",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,35,NA,NA,NA,39,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,835237,871894,NA,NA,NA,1025977,785953,NA,NA,NA
"1649","ryan, patrick","22169",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4788364,NA,NA,NA
"1650","ryan, paul d","29939",NA,NA,NA,NA,NA,57,51,51,46,46,52,52,52,NA,NA,NA,52,NA,NA,NA,NA,52,NA,NA,NA,NA,NA,1267661,1343419,1244748,1374025,1462674,1988141,9368582,19852221,NA,NA,NA,3922760,NA,NA,NA,NA,4994668
"1651","ryan, timothy","20343",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1991087,NA,NA,NA,NA
"1652","ryan, timothy j","20343",NA,NA,NA,NA,NA,NA,NA,61,63,63,63,63,63,53,NA,NA,63,NA,NA,NA,NA,63,NA,NA,NA,NA,NA,NA,NA,593113,595600,609009,1360626,1048542,1033645,1604523,NA,NA,1071074,NA,NA,NA,NA,991385
"1653","ryun, james r","29723",NA,NA,NA,NA,44,44,42,42,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,409932,604083,443593,425736,976505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1654","sablan, gregorio kilili camacho","21996",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22931,104833,46911,114633,NA,NA,87303,71319,NA,NA,NA,NA
"1655","sablan, gregorio kilili camacho rep","21996",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27509,NA,NA,111145
"1656","sabo, martin olav","14656",62,66,71,71,72,72,69,69,72,NA,NA,NA,NA,NA,62,66,NA,NA,NA,64,64,NA,237778,355684,408981,460657,498260,497557,441092,463827,556935,NA,NA,NA,NA,NA,169754,363965,NA,NA,NA,97972,104700,NA
"1657","saiki, patricia fukuda","15441",45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,NA,NA,NA,NA,NA,NA,545260,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,708391,NA,NA,NA,NA,NA,NA
"1658","salazar, john t","20502",NA,NA,NA,NA,NA,NA,NA,NA,44,44,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1652986,2028066,1335172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1659","salazar, maria elvira","22150",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3690747,5647931,NA,NA,NA
"1660","sali, william t t","20714",NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1085175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1661","salinas, andrea","22361",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3405187,NA,NA,NA
"1662","salmon, matthew j","29500",NA,NA,NA,46,50,50,NA,NA,NA,NA,NA,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,NA,NA,NA,539023,494855,388422,NA,NA,NA,NA,NA,938582,NA,NA,NA,NA,NA,NA,NA,NA,NA,1283757
"1663","san nicolas, michael fq","21997",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,114530,NA,NA,NA,94956,NA,NA,NA,NA
